area_diagonal_m_max,area_diagonal_m_mean,area_diagonal_m_min,area_diagonal_m_std,area_scale,azimuth_cells,base_seed_max,base_seed_mean,base_seed_min,base_seed_std,beam_count,beamwidth_deg,case_id_max,case_id_mean,case_id_min,case_id_std,collision_count_max,collision_count_mean,collision_count_min,collision_count_std,communication_range_m_max,communication_range_m_mean,communication_range_m_min,communication_range_m_std,communication_range_to_diagonal_ratio,connected_components_max,connected_components_mean,connected_components_min,connected_components_std,discovered_edges_max,discovered_edges_mean,discovered_edges_min,discovered_edges_std,discovery_rate_max,discovery_rate_mean,discovery_rate_min,discovery_rate_std,elevation_cells,empty_scan_ratio_max,empty_scan_ratio_mean,empty_scan_ratio_min,empty_scan_ratio_std,finite_time_discovery_rate_max,finite_time_discovery_rate_mean,finite_time_discovery_rate_min,finite_time_discovery_rate_std,isolated_node_ratio_max,isolated_node_ratio_mean,isolated_node_ratio_min,isolated_node_ratio_std,lambda2_max,lambda2_mean,lambda2_min,lambda2_std,largest_component_size_max,largest_component_size_mean,largest_component_size_min,largest_component_size_std,lcc_ratio_max,lcc_ratio_mean,lcc_ratio_min,lcc_ratio_std,mean_delay_censored_max,mean_delay_censored_mean,mean_delay_censored_min,mean_delay_censored_std,mean_discovery_delay_max,mean_discovery_delay_mean,mean_discovery_delay_min,mean_discovery_delay_std,mobility_model,moved_distance_mean_m_max,moved_distance_mean_m_mean,moved_distance_mean_m_min,moved_distance_mean_m_std,n_episodes,node_count,p90_delay_censored_max,p90_delay_censored_mean,p90_delay_censored_min,p90_delay_censored_std,p90_discovery_delay_max,p90_discovery_delay_mean,p90_discovery_delay_min,p90_discovery_delay_std,p95_delay_censored_max,p95_delay_censored_mean,p95_delay_censored_min,p95_delay_censored_std,p95_discovery_delay_max,p95_discovery_delay_mean,p95_discovery_delay_min,p95_discovery_delay_std,p99_delay_censored_max,p99_delay_censored_mean,p99_delay_censored_min,p99_delay_censored_std,p99_discovery_delay_max,p99_discovery_delay_mean,p99_discovery_delay_min,p99_discovery_delay_std,protocol,range_mode,range_sweep_enabled,sensing_range_m_max,sensing_range_m_mean,sensing_range_m_min,sensing_range_m_std,sensing_range_to_diagonal_ratio_max,sensing_range_to_diagonal_ratio_mean,sensing_range_to_diagonal_ratio_min,sensing_range_to_diagonal_ratio_std,sensing_to_comm_range_ratio,slots_max,slots_mean,slots_min,slots_std,train_beamwidth_deg_max,train_beamwidth_deg_mean,train_beamwidth_deg_min,train_beamwidth_deg_std,train_node_count_max,train_node_count_mean,train_node_count_min,train_node_count_std,true_edges_seen_max,true_edges_seen_mean,true_edges_seen_min,true_edges_seen_std
378.549864614954,378.549864614954,378.549864614954,0.0,density,36,20290704.0,20290704.0,20290704.0,0.0,648,10.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.0,1.0,1.0,0.0,28.0,28.0,28.0,0.0,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.0,18,0.890625,0.890625,0.890625,0.0,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.0,0.0,0.0,0.0,0.0,3.0398451346357707,3.0398451346357707,3.0398451346357707,0.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,381.8666666666667,381.8666666666667,381.8666666666667,0.0,381.8666666666667,381.8666666666667,381.8666666666667,0.0,gauss_markov,3.371907089390524,3.371907089390524,3.371907089390524,0.0,1,10,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0
378.549864614954,378.549864614954,378.549864614954,0.0,density,24,20290704.0,20290704.0,20290704.0,0.0,288,15.0,3.0,3.0,3.0,0.0,123.0,123.0,123.0,0.0,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.0,1.0,1.0,0.0,43.0,43.0,43.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.0,12,0.7504771820232518,0.7504771820232518,0.7504771820232518,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.0,0.0,0.0,0.0,0.0,7.000000000000002,7.000000000000002,7.000000000000002,0.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,206.15555555555557,206.15555555555557,206.15555555555557,0.0,206.15555555555557,206.15555555555557,206.15555555555557,0.0,gauss_markov,3.371907089390524,3.371907089390524,3.371907089390524,0.0,1,10,464.20000000000005,464.20000000000005,464.20000000000005,0.0,464.20000000000005,464.20000000000005,464.20000000000005,0.0,551.1999999999998,551.1999999999998,551.1999999999998,0.0,551.1999999999998,551.1999999999998,551.1999999999998,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0
378.549864614954,378.549864614954,378.549864614954,0.0,density,120,20290704.0,20290704.0,20290704.0,0.0,7200,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.9956199460916442,0.9956199460916442,0.9956199460916442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1,0.1,0.1,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,gauss_markov,3.371907089390524,3.371907089390524,3.371907089390524,0.0,1,10,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0
378.549864614954,378.549864614954,378.549864614954,0.0,density,12,20290704.0,20290704.0,20290704.0,0.0,72,30.0,4.0,4.0,4.0,0.0,1999.0,1999.0,1999.0,0.0,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.0,1.0,1.0,0.0,44.0,44.0,44.0,0.0,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.0,6,0.42502172024326673,0.42502172024326673,0.42502172024326673,0.0,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.0,0.0,0.0,0.0,0.0,8.000000000000002,8.000000000000002,8.000000000000002,0.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,77.62222222222222,77.62222222222222,77.62222222222222,0.0,77.62222222222222,77.62222222222222,77.62222222222222,0.0,gauss_markov,3.371907089390524,3.371907089390524,3.371907089390524,0.0,1,10,135.00000000000006,135.00000000000006,135.00000000000006,0.0,135.00000000000006,135.00000000000006,135.00000000000006,0.0,401.7999999999999,401.7999999999999,401.7999999999999,0.0,401.7999999999999,401.7999999999999,401.7999999999999,0.0,545.4400000000003,545.4400000000003,545.4400000000003,0.0,545.4400000000003,545.4400000000003,545.4400000000003,0.0,improved_rl_isac,singlehop,False,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0
378.549864614954,378.549864614954,378.549864614954,0.0,density,72,20290704.0,20290704.0,20290704.0,0.0,2592,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,36,0.9757750296459428,0.9757750296459428,0.9757750296459428,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.3,0.3,0.3,0.0,-5.120640024182378e-31,-5.120640024182378e-31,-5.120640024182378e-31,0.0,7.0,7.0,7.0,0.0,0.7,0.7,0.7,0.0,557.5333333333333,557.5333333333333,557.5333333333333,0.0,557.5333333333333,557.5333333333333,557.5333333333333,0.0,gauss_markov,3.371907089390524,3.371907089390524,3.371907089390524,0.0,1,10,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,397.4773578457017,397.4773578457017,397.4773578457017,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,45.0,45.0,45.0,0.0
815.56096023333,815.56096023333,815.56096023333,0.0,density,36,20290704.0,20290704.0,20290704.0,0.0,648,10.0,17.0,17.0,17.0,0.0,1024.0,1024.0,1024.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,1804.0,1804.0,1804.0,0.0,0.36444444444444446,0.36444444444444446,0.36444444444444446,0.0,18,0.5064694368905133,0.5064694368905133,0.5064694368905133,0.0,0.36444444444444446,0.36444444444444446,0.36444444444444446,0.0,0.0,0.0,0.0,0.0,10.791232168390762,10.791232168390762,10.791232168390762,0.0,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,479.7319191919192,479.7319191919192,479.7319191919192,0.0,479.7319191919192,479.7319191919192,479.7319191919192,0.0,gauss_markov,3.7988231097141214,3.7988231097141214,3.7988231097141214,0.0,1,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
815.56096023333,815.56096023333,815.56096023333,0.0,density,24,20290704.0,20290704.0,20290704.0,0.0,288,15.0,18.0,18.0,18.0,0.0,7804.0,7804.0,7804.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2702.0,2702.0,2702.0,0.0,0.5458585858585858,0.5458585858585858,0.5458585858585858,0.0,12,0.33800863399157405,0.33800863399157405,0.33800863399157405,0.0,0.5458585858585858,0.5458585858585858,0.5458585858585858,0.0,0.0,0.0,0.0,0.0,31.31266789567571,31.31266789567571,31.31266789567571,0.0,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,407.3559595959596,407.3559595959596,407.3559595959596,0.0,407.3559595959596,407.3559595959596,407.3559595959596,0.0,gauss_markov,3.7988231097141214,3.7988231097141214,3.7988231097141214,0.0,1,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
815.56096023333,815.56096023333,815.56096023333,0.0,density,120,20290704.0,20290704.0,20290704.0,0.0,7200,3.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,36.0,36.0,36.0,0.0,69.0,69.0,69.0,0.0,0.013939393939393939,0.013939393939393939,0.013939393939393939,0.0,60,0.9431431905430315,0.9431431905430315,0.9431431905430315,0.0,0.013939393939393939,0.013939393939393939,0.013939393939393939,0.0,0.3,0.3,0.3,0.0,-7.944587682105221e-16,-7.944587682105221e-16,-7.944587682105221e-16,0.0,60.0,60.0,60.0,0.0,0.6,0.6,0.6,0.0,595.8812121212121,595.8812121212121,595.8812121212121,0.0,595.8812121212121,595.8812121212121,595.8812121212121,0.0,gauss_markov,3.7988231097141214,3.7988231097141214,3.7988231097141214,0.0,1,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
815.56096023333,815.56096023333,815.56096023333,0.0,density,12,20290704.0,20290704.0,20290704.0,0.0,72,30.0,19.0,19.0,19.0,0.0,81515.0,81515.0,81515.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,2350.0,2350.0,2350.0,0.0,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.0,6,0.18766695576756287,0.18766695576756287,0.18766695576756287,0.0,0.47474747474747475,0.47474747474747475,0.47474747474747475,0.0,0.0,0.0,0.0,0.0,25.70815912297079,25.70815912297079,25.70815912297079,0.0,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,430.21696969696967,430.21696969696967,430.21696969696967,0.0,430.21696969696967,430.21696969696967,430.21696969696967,0.0,gauss_markov,3.7988231097141214,3.7988231097141214,3.7988231097141214,0.0,1,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
815.56096023333,815.56096023333,815.56096023333,0.0,density,72,20290704.0,20290704.0,20290704.0,0.0,2592,5.0,16.0,16.0,16.0,0.0,12.0,12.0,12.0,0.0,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.0,1.0,1.0,0.0,390.0,390.0,390.0,0.0,0.07878787878787878,0.07878787878787878,0.07878787878787878,0.0,36,0.8185465893892109,0.8185465893892109,0.8185465893892109,0.0,0.07878787878787878,0.07878787878787878,0.07878787878787878,0.0,0.0,0.0,0.0,0.0,0.8423113610562833,0.8423113610562833,0.8423113610562833,0.0,100.0,100.0,100.0,0.0,1.0,1.0,1.0,0.0,576.9711111111111,576.9711111111111,576.9711111111111,0.0,576.9711111111111,576.9711111111111,576.9711111111111,0.0,gauss_markov,3.7988231097141214,3.7988231097141214,3.7988231097141214,0.0,1,100,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,0.0,improved_rl_isac,singlehop,False,856.3390082449965,856.3390082449965,856.3390082449965,0.0,1.05,1.05,1.05,0.0,1.0,600.0,600.0,600.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,4950.0,4950.0,4950.0,0.0
